uid	pid	tstamp	crdate	cruser_id	deleted	hidden	"name"	"logo"	"website"	"description"	type	start_date	end_date	"contact_organization"	"contact_person"	"contact_position"	"contact_email"	"key_inputs"	"key_infrastructure"	"key_technologies"	"key_processes"	"geographic_scope"	geographic_type	"taxonomic_scope"	taxonomic_type	"comments"	finalised	t3ver_oid	t3ver_id	t3ver_wsid	"t3ver_label"	t3ver_state	t3ver_stage	t3ver_count	t3ver_tstamp	t3_origuid	language
176	863	1180452422	1180452422	0	0	0	"Exotic Plants Information System of China"	"nologo.png"	"www.njau.edu.cn/"	"Information on invasive flora in China including investigations of invasions, regulations, and species lists."	3	0	0	"Nanjing Agricultural University"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"China"	3	"Unknown"	2	"Web page does not open, although domain exists in Google searches"	1	0	0	0	""	0	0	0	0	0	30
174	863	1180452422	1180452422	0	0	0	"Alien Invasive Species in China"	"nologo.png"	"www.chinabiodiversity.com/shwdyx/ruq/ruq-index-en.htm"	"Contains information and images of IAS in China as well as published articles and information on control strategies, mechanisms of introduction, human dimensions and IUCN Guidelines."	3	0	0	"Institute of Zoology, Chinese Academy of Sciences"	"XIE Yan"	"Unknown"	"csis@ioz.ac.cn"	"Unknown"	"Unknown"	"HTML format"	"Publication of papers"	"China"	3	"All invasive"	2	""	1	0	0	0	""	0	0	0	0	0	30
735	-1	1180452422	1180452422	0	0	0	"Latvian Alien Species Database"	""	"www.latvijasdaba.lv/"	"Online Nature Encyclopedia (database) 5217  flora and fauna species of Latvia region including alien species. Species records are grouped into plants, mushrooms or fungi, extinct devonian fauna, molluscs, insects, butterflies, fishes, amphibians, reptiles, birds, and mammals. Each species profile contains common names, scientific names, illustrations, and descriptive information."	0	0	0	""	""	""	""	""	""	""	""	"Latvia"	3	""	0	""	0	171	0	0	""	0	0	0	0	0	30
736	-1	1180452422	1180452422	0	0	0	"Lithuanian Invasive Species Database"	""	"www.ku.lt/lisd/"	"Online database containing an invasive species inventory, listed alphabetically by scientific name, and including taxon, date first recorded, country of origin, and linked references. The user can narrow the list down by selecting terrestrial groupings of fungi, plants, and animals; inland waters groupings of plants and animals; and coastal waters groupings of plants and animals. The Web site also provides access to information and other resources related to the project including the project team members, Lithuanian legislative and administrative acts related to biological invasions, and a bibliography."	0	0	0	""	""	""	""	""	""	""	""	"Lithuania"	3	""	0	""	0	172	0	0	""	0	0	0	0	0	30
717	-1	1180452422	1180452422	0	0	0	"Introduction to Invasive Species In China"	""	"monkey.ioz.ac.cn/bwg-cciced/english/cesis/invasive.htm"	"Brief description of criteria for defining invasive alien species and a partial list of invasive species in china including mammals, birds, fishes, crustaceans, mollusks, insects, nematodes, fungi, wildlife disease, plants).

Host Web site also provides information on biodiversity in China including the following databases/lists: Taxonomic codes of Chinese fauna â€“ Vertebrates, Species Inventory Database of Chinese Animals, Endangered and Protected Species Database of Chinese Animals, Catalogue Database of Chinese Biodiversity Reference, Database of Expert on Biodiversity Study in China, Database of Medicinal Animal in China, Chinese Biodiversity Bibliography Database, Chinese Biodiversity Database Index, Fauna Sinica, and Zoological Journals Published in China."	0	0	0	"Zoological Division of Chinese Biodiversity Information Center"	""	""	""	""	""	""	""	"China"	3	""	0	""	0	173	0	0	""	0	0	0	0	0	30
170	863	1180452422	1180452422	0	0	0	"Caspian Sea Biodiversity database"	"nologo.png"	"www.caspianenvironment.org/biodb/eng/main.htm"	"Information about aquatic alien invasive species in the Caspian Sea including taxonomic description (phylum, class, order, family, genus, synonyms), common names, photographic images or diagrams, description and map of distribution of species within the Caspian Sea (includes status as per International/National Red Data Books, references for the first record for the Caspian Sea and for the redescription of the species), general characteristics of the species, relation to abiotic environmental factors, feeding, reproduction, life history and development, interspecific relations, impacts, references, and name/affiliation of the record creator."	3	980982000	0	"Caspian Environment Programme"	"Dr. V.N. Belyaeva"	"Project leader"	"Unknown"	"Information from regional scientists"	"Unkown"	"HTML"	"Unknown"	"Azerbaijan, Turkmenistan, Iran, Kazakhstan, Russia"	6	"Phytoplankton, Zooplankton, Zoobenthos, Fishes, Birds, Mammals"	2	"Part of the Caspian Environment Program at http://www.caspianenvironment.org/cep/"	1	0	0	0	""	0	0	0	0	0	30
168	863	1180452422	1180452422	0	0	0	"Bibliography on Caulerpa taxifolia in the Mediterranean"	"nologo.png"	"www.com.univ-mrs.fr/basecaul"	"Provides a bibliography of publications on Caulerpa taxifolia in the Mediterranean."	3	0	0	"Center of Oceanology of Marseilles"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"PHP, MySQL, Apache"	"Unknown"	"Mediterranean area"	6	"All"	2	"In French, no English translations available"	1	0	0	0	""	0	0	0	0	0	30
738	-1	1180452422	1180452422	0	0	0	"Mediterranean Region Invasive Plants"	""	"www.ame-lr.org/plantesenvahissantes"	"Linked list of 15 plant species providing information on description, reproduction biology, history, habitat, impacts, control, culture, and mapped distributions/observations."	0	0	0	"Agence Méditerranéenne de l'Environnement"	""	""	""	""	""	""	""	"Mediterranean"	6	""	0	""	0	166	0	0	""	0	0	0	0	0	30
167	863	1180452422	1180452422	0	0	0	"Atlas of Exotic Species in the Mediterranean"	"ciesm.png"	"www.ciesm.org/online/atlas/index.htm"	"The CIESM Atlas of Exotic Species is the first attempt to provide a comprehensive, group by group, survey of recent marine \"immigrants\" in the Mediterranean, which is undergoing drastic and rapid changes to its biota. Many of these new species are of Indo-Pacific origin having reached the Mediterranean Sea through the Suez Canal: these so called \"Lessepsian\" migrants now contribute significantly to the biodiversity of the Eastern basin. With increasing attention paid to this phenomenon, invaders of other origin-notably from the tropical Atlantic realm- are now more frequently recognized as well, a result of a natural invasion through the Gibraltar straits or of introduction (accidental or intentional) by man. 

The Atlas is a guide for researchers, environmental planners and non-specialists who are interested in or likely to encounter marine species that are not native to the basin. Because of observations and records of these new and often rare species the Atlas will expand as our knowledge on the distribution and ecology increases. We believe the best way to inform you about the changing seascape is through a digital interactive format, which will enable us to quickly update information and allow instant feedback. 

The Atlas will consist of about five volumes, each written by a group of specialists in their respective field. Individual species pages are designed to stand alone as information sheets with illustrations, diagonistic features, biological information, references and a distribution map for each exotic species. The CIESM task force experts will continuously review reliable evidence of new or confirmed records thus updating and expanding the Atlas"	1	0	0	"International Commission for the Scientific Exploration of the Mediterranean Sea (CIESM)"	"Frederic Briand"	"Director General, CIESM"	"fbriand@ciesm.org"	"Unknown"	"Unknown"	"HTML"	"Unknown"	"Mediterranean"	6	"Fishes, Crustaceans, Decapods, Stomatopods, Molluscs"	7	"Information on this web site are only available to the member states of the Commission - outside that, a cost of 1.50 Euro per species applies"	1	0	0	0	""	0	0	0	0	0	30
165	863	1180452422	1180452422	0	0	0	"European and Mediterranean Plant Protecion Organisation Alert List"	"eppo.gif"	"www.eppo.org/QUARANTINE/Alert_List/alert_list.htm"	"The purpose of the Alert List is to draw the attention of EPPO member countries to certain pests possibly presenting a risk to them and achieve early warning."	3	0	0	"European and Mediterranean Plant Protection Organization (EPPO)"	"Unknown"	"Unknown"	"hq@eppo.fr"	"Pest species selected by the EPPO Secretariat"	"Unknown"	"HTML"	"Unknown"	"Europe and Mediterranean"	6	"Insects and mites, fungi, bacteria, viruses and virus-like diseases, invasive plants"	2	"Pages have a range of information about species including images, links, references and maps"	1	0	0	0	""	0	0	0	0	0	30
164	863	1180452422	1180452422	0	0	0	"Biological Records Center"	"brc.gif"	"www.brc.ac.uk/"	"The Biological Records Centre (BRC), established in 1964, is the national focus in the UK for terrestrial and freshwater species recording (other than birds). It works with the voluntary recording community throughout Britain and Ireland. The BRC database contains over 15 million records of more than 12000 species.  The BRC is the national custodian of data on the distributin of wildlife in the British Isles."	4	-186714000	0	"Biological Records Center"	"Mark Hill"	"Head fo BRC"	"moh@ceh.ac.uk"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"British Isles"	6	"All"	2	"Data standardiser for recording schemes, also contributes to the NBN gateway"	1	0	0	0	""	0	0	0	0	0	30
747	-1	1180452422	1180452422	0	0	0	"Non-native Marine Species in British Waters"	""	"www.jncc.gov.uk/marine/non_native"	"An online listing of marine flora and fauna information sheets describing non-native marine invertebrates, algae, and plants in the United Kingdom."	0	0	0	"Joint Nature Conservation Committee (JNCC)"	""	""	""	""	""	""	""	"UK"	3	""	0	""	0	162	0	0	""	0	0	0	0	0	30
163	863	1180452422	1180452422	0	0	0	"Chinese Mitten Crabs"	"nologo.png"	"www.nhm.ac.uk/nature-online/life/other-invertebrates/chinese-mitten-crabs/chinese-mitten-crabs.html"	"A web site profiling the Chinese Mitten crab (Eriocheir sinensis) with information on its identification, classification, life history, distribution and associated environmental problems."	3	0	0	"Natural History Museum"	"Roni Robbins"	"Unknown"	"R.Robbins@nhm.ac.uk"	"Unknown"	"Web site"	"HTML"	"Unknown"	"UK"	3	"Eriocheir sinensis"	10	"Many other species specific pages are held at the Natural History Museum"	1	0	0	0	""	0	0	0	0	0	30
715	-1	1180452422	1180452422	0	0	0	"Introduced Plants and Animals (in Russia)"	""	"www.biodat.ru/db/intro/plant_e.htm"	"Two databases (one of 1119 introduced plant records, and the other of 3250 introduced animal records) searchable by latin name, russian name, order, family, country of origin, and region of introduction. Information provided for species includes latin name, russian name, kingdom, order, family, point of exportation, country of exportation, region of exportation, manner of encroachment, detection point, area of introduction, country of introduction, region of introduction, biotype of introduction, year of introduction, population, dispersal dynamics, type of introduction, purpose of introduction, target organism, enemies and competitors, introduction results, economic importance, information source, year and scientific institution."	0	0	0	"Global Environment Facility, Quarantine Institute of the Russian Ministry of Agriculture, Institute of geography of the Russian Academy of Sciences"	""	""	""	""	""	""	""	""	0	""	0	""	0	160	0	0	""	0	0	0	0	0	30
725	-1	1180452422	1180452422	0	0	0	"Invasive Non-Native Species in the UK"	""	"138.253.199.114/IAAP%20Web/IAAPwebsite/index.asp"	"Information on all Alien or Non-native organisms that are invasive in the UK providing information regarding problem species, management strategies and control techniques. Includes all taxonomic groups of multicellular organisms, classified as plants or animals, and aquatic (freshwater) or terrestrial. Marine species are included in a fifth section which includes; algae, higher plants and animals. Each species profile contains information on control methods, impacts, ecology, references, taxonomy, contacts, case histories, and fact sheets."	0	0	0	"Applied Vegetation Dynamics Laboratory, University of Liverpool"	""	""	""	""	""	""	""	"UK"	3	""	0	""	0	161	0	0	""	0	0	0	0	0	30
533	-1	1180452422	1180452422	0	0	0	"German National Flora Information System"	"floraweb.gif"	"www.floraweb.de"	"National information system on biology, distribution, and threat of all wild growing vascular plants of Germany, including alien plant species."	3	0	0	"German Federal Agency for Nature Conservation (BfN)"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"German"	3	"Plantae"	4	"Pages in German only"	1	158	0	0	""	0	0	0	0	0	30
510	-1	1180698881	1180698881	201	0	0	"Harmonia information system (Invasive species in Belgium)"	""	"ias.biodiversity.be"	"Information system on invasive alien species (IAS) which live in Belgium and that are known to have a detrimental impact on native biodiversity and ecosystems. This includes species of terrestrial plants, insects, fish, birds, and mammals (other groups will be added in the future). Species names link users to fact sheets/profiles containing taxonomic information (including common name in English, French and Dutch), photographic images, a description of origin and distribution in Belgium, habitat preferences, invasiveness, detrimental impacts on native species and ecosystems, references and internet links. This information is reviewed by a national scientific committee and used to allocate species in a list system based on a simplified environmental impact assessment protocol (ISEIA)."	1	1167606000	0	"Belgian Biodiversity Platform"	"Etienne Branquart"	""	"ebranquart@gmail.com"	"An initiative of the Belgian Science Policy Office."	""	"Python, XML, XHTML, Javascript, PostgreSQL, RSS, HTML"	"Data are provided by different assessors, before being discussed within a working group to find a consensus before being published on the web."	"Belgium"	3	"vascular plants, invertebrates, vertebrates"	2	"Comments to the review-team (to be deleted afterwards)
- The project started on first of January 2007.
- This project is also a Data Provider, since additional data is added to the aggregated data.

This list of Biodiversity Information Projects is a really good initiative! As a Belgian Biodiversity Platform, we will try find and add all Belgian Biodiversity Information Projects to this list."	1	159	0	0	"Info by PeterDesmet"	0	0	0	1180728192	159	30
534	-1	1180452422	1180452422	0	0	0	"Invasive Plant Species in Germany (NeoFlora) (Germany)"	""	"www.neophyten.de"	"Fact sheets on invasive alien plant species in Germany, including legal framework, ecology, impacts and control measures."	0	0	0	"German Federal Agency for Nature Conservation (BFN)"	""	""	""	""	""	""	""	"German"	3	""	0	""	0	157	0	0	""	0	0	0	0	0	30
156	863	1180452422	1180452422	0	0	0	"BIOLFLOR â€“ Vascular Plant Search and Information System (Germany)"	"bioflor.gif"	"www.ufz.de/biolflor/index.jsp"	"The database BiolFlor contains almost 3660 species and more than 60 traits. This data results from several projects conducted in the Department of Community Ecology (UFZ - Centre for Environmental Research) over the last 10 years. It was thus possible to rework and enlarge a previously existing database. However, the work on BiolFlor will not be finished, yet. We will continuously try to improve the database, correct errors and expand the coverage of traits and their states. Registered users will be able to download updates in the future. A full documentation of BiolFlor (in German with English summaries and data tables, table captions and figure legends) including CD-ROM and registration key can be purchased from the Landwirtschaftsverlag."	3	1012518000	0	"Centre for Environmental Research (UFZ), The German Federal Agency for Nature Conservation (BFN)"	"Dr. I Kuhn"	"Unknown"	"bioflor@halle.ufz.de"	"Unknown"	"Unknown"	"Java, Apache, Oracle"	"Unknown"	"Germany"	3	"Plantae"	4	"Requires registration to use"	1	0	0	0	""	0	0	0	0	0	30
624	-1	1180452422	1180452422	0	0	0	"Introduction and Spread of Alien Organisms (Sweden)"	""	"www.svenskamiljonatet.se/miljonat/english/katalog/"	"Catalog of environmental information (literature, research) and data for Sweden, including a section on introduction and spread of alien organisms under the â€?Environmental Threatsâ€™ category"	0	0	0	""	""	""	""	""	""	""	""	"Sweden"	3	""	0	""	0	154	0	0	""	0	0	0	0	0	30
155	863	1180452422	1180452422	0	0	0	"Alien Species in Swedish Seas and Archipelago Areas"	"asssaa.jpg"	"www.frammandearter.se"	"A compilation of current knowledge on alien species in Swedish seas and archipelago areas, including the Skagerrak/Kattegat and the Baltic Sea. Includes lists of phytoplankton and microalgae, seaweeds, vascular plants, molluscs, crabs, crustaceans, worms and other invertebrates, fish, and mammals. Some species names in the list are linked to PDF fact sheets that contain digital images, common names (including in other languages, scientific name, size and appearance description, similar species or lookalikes, geographical origin, first observation in Swedish waters, occurrence in Swedish seas and coastal areas, occurrence in other sea areas, probable means of introduction, habitats, ecological and other effects, additional information and references."	3	1163026800	0	"Unknown"	"Malin Werner"	"Unknown"	"malin.werner@marbot.gu.se"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Sweden"	3	"All invasive"	2	"Mainly in Swedish, although with some English pages included - without understanding Swedish, cannot access database"	1	0	0	0	""	0	0	0	0	0	30
737	-1	1180452422	1180452422	0	0	0	"Lumonet - Finnish CHM of the CBD (Finland)"	""	"www.ymparisto.fi/default.asp?node=8344&lan=en"	": Biodiversity clearing-house mechanism of the CBD. Currently links to Baltic Sea Alien Species database, Nordic Network on Introduced Species (NNIS), Regional Biological Invasions Center (RBIC) and contains an RTF article by Petri Nummi on Alien Species in Finland."	0	0	0	"Finnish Environment Institute (SYKE)"	""	""	""	""	""	""	""	"Finland"	3	""	0	""	0	153	0	0	""	0	0	0	0	0	30
152	863	1180452422	1180452422	0	0	0	"Alien Species in Poland"	"asip.gif"	"www.iop.krakow.pl/ias"	"A database of 403 alien species of plants, animals and fungi, describing pathways, place and time of introduction to Poland, current distribution, population trends and impact upon native species, habitats and ecosystems. For some species, there are also suggested methods of control."	3	917823600	0	"Polish Academy of Sciences"	"Wojciech Solarz"	"Unknown"	"solarz@iop.krakow.pl"	"Unknown"	"Unknown"	"Active Server Pages"	"Unknown"	"Poland"	3	"Plantae, Animalia, Fungi"	4	"Planning to link the database to Global Invasive Species Network (www.gisinetwork.org).  Also became a part of NOBANIS (www.nobanis.org) in 2005."	1	0	0	0	""	0	0	0	0	0	30
151	863	1180452422	1180452422	0	0	0	"Baltic Sea Alien Species Database"	"baltic.gif"	"www.corpi.ku.lt/nemo/"	"This is an interactive tool, including DATABASE SEARCH, BALTIC SUB-REGIONS and SPECIES DIRECTORY. The information comprised in the Database comes from: a) members of the Baltic Marine Biologists Working Group on Non-indigenous Estuarine and Marine Organisms and other researchers involved in invasive biology studies; b) published papers, environmental reports, â€?grey literatureâ€?, Internet sites; c) a Database Questionnaire (under construction)."	3	854751600	0	"Coastal Research and Planning Institute, Klaipeda University"	"Sergej Olenin"	"Project Coordinator and Editor"	"sergej@corpi.ku.lt"	"Data from researchers, papers, grey literature, internet sites, questionnaires"	"Web site"	"PHP"	"Unknown"	"Lithuania"	3	"All alien species"	2	""	1	0	0	0	""	0	0	0	0	0	30
150	863	1180452422	1180452422	0	0	0	"Denmark Invasive Species Lists"	"nologo.gif"	"www.skovognatur.dk/Emne/Naturbeskyttelse/invasivearter"	"Includes lists of invasive plant and animal species in Denmark and related information. Each species profile includes digital images and descriptive information."	3	0	0	"Danish Forest and Nature Agency"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Denmark"	3	"All"	2	"In Danish (?) - no English pages found.  Link to NOBANIS included on page."	1	0	0	0	""	0	0	0	0	0	30
582	-1	1180452422	1180452422	0	0	0	"Marine Alien Species of Estonia"	""	"www.sea.ee/Sektorid/merebioloogia/eesti/Marine_Alien_Species_of_Estonia.htm"	": Provides information on invasive alien species of plankton, benthic invertebrates and fishes. Each species profile includes scientific names, common names, digital images, identification/descriptive information, natural distribution, first Estonian introduction record, invasion history in the baltic sea, distribution and population dynamics in Estonian waters, distribution maps, ecological and economical impact, contacts for more information, and references."	0	0	0	"Estonian Marine Institute, University of Tartu Tallinn"	""	""	""	""	""	""	""	"Estonia"	3	""	0	""	0	149	0	0	""	0	0	0	0	0	30
147	863	1180452422	1180452422	0	0	0	"North European and Baltic Network on Invasive Alien Species (NOBANIS) Database"	"nobanis.jpg"	"www.nobanis.org/Search.asp"	"The NOBANIS is a gateway to databases on invasive species in the Nordic and Baltic region and houses the NOBANIS database, which provides access to invasive species information for the region. Each species profile contains distribution maps, common names, scientific names and synonyms, habitat information, and indications of biostatus or invasiveness."	1	0	0	"NOBANIS Secretariat"	"Inger Weidema"	"Unknown"	"irw@sns.dk"	"Unknown"	"Unknown"	"Active Server Pages"	"Unknown"	"North Europe"	6	"All invasive species"	2	"Has links to a range of regional databases at http://www.nobanis.org/DBCatalogue.asp"	1	0	0	0	""	0	0	0	0	0	30
148	863	1180452422	1180452422	0	0	0	"Estonian Alien Species Database"	"nologo.png"	"eelis.ic.envir.ee/voorliigid"	"A database of Alien species in Estonia, fully searchable by group, region of origin and other parameters."	3	0	0	"Estonian Ministry of the Environment"	"Lilika Kais"	"Unknown"	"lilika.kais@envir.ee"	"Unknown"	"Unknown"	"PHP"	"Unknown"	"Estonia"	3	"All invasive species"	2	"Pages in Estonian and English"	1	0	0	0	""	0	0	0	0	0	30
146	863	1180452422	1180452422	0	0	0	"European Information System on Invasive Alien Species â€“ Regional Biological Invasions Centre (RBIC)"	"rbic.png"	"www.zin.ru/rbic"	"Web portal providing access to the global, regional and national internet resources on biological invasions. RBIC Information System is serving as a Regional Clearinghouse on invasive alien species and information hub of the Global Invasive Species Informational Network"	2	0	0	"Zoological Institue RAS"	"Dr. Vadim Panov"	"Coordinator"	"rbic@zin.ru"	"Information on projects"	"Web site"	"ASP"	"Unknown"	"Russia"	3	"All invasive species"	2	"Portal: Links to a wide range of other projects and their web sites"	1	0	0	0	""	0	0	0	0	0	30
145	863	1180452422	1180452422	0	0	0	"InfoNatura - Birds, Mammals and Amphibians of Latin America"	"infonatura.gif"	"www.natureserve.org/infonatura/"	"Information on bird, mammal and amphibian species of Latin America, including invasive species. Includes amphibian data for Mexico and Central America, bird and mammal range maps, photos, global conservation status, habitat description, distribution, population status, references, and maps."	1	0	0	"NatureServe"	"Mary Klein"	"President & CEO"	"mary_klein@natureserve.org"	"Data from a range of sources"	"Web site"	"Unknown"	"Unknown"	"Latin America"	5	"Birds, mammals and amphibians"	4	"Project of NatureServe"	1	0	0	0	""	0	0	0	0	0	30
144	863	1180452422	1180452422	0	0	0	"Inter-American Biodiversity Information Network"	"iabin.gif"	"i3n.iabin.net/index.html"	"The IABIN Invasives Information Network (I3N) integrates information from Western Hemisphere countries to support the detection and management of invasive alien species. I3N provides capacity building, electronic tools, and support for database development and increased access to information."	0	1012518000	0	"National Biological Information Infrastructure"	"Mike Frame"	"Coordinating Group Member"	"mike_frame@usgs.gov"	"National Biological Information Infrastructure and United States Geological Survey funding"	"Web accessible distributed knowledge base"	"Microsoft Access template, listserver"	"Unknown"	"Argentina, Bahamas, Brazil, Chile, Colombia, Costa Rica, Dominican Republic, Ecuador, El Salvador, Guatemala, Jamaica, Mexico, Paraguay, Peru, USA, Uruguay"	6	"All"	2	""	1	0	0	0	""	0	0	0	0	0	30
681	-1	1180452422	1180452422	0	0	0	"Living Plants in the Garden"	""	"www.anbg.gov.au/cgi-bin/vic"	""	0	0	0	""	""	""	""	""	""	""	""	""	0	""	0	""	0	141	0	0	""	0	0	0	0	0	30
142	863	1180452422	1180452422	0	0	0	"Australian Plant Common Name Database"	"nologo.png"	"www.anbg.gov.au/common.names/"	"This sources the 'Common Name Database' of the Australian National Botanic Gardens. Incomplete or partial names can be searched on, results, however, are not guaranteed."	3	0	0	"Australian National Botanic Gardens"	"Murray Fagg"	"Unknown"	"anbg-info@anbg.gov.au"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Australia"	3	"Plantae"	4	"Not complete"	1	0	0	0	""	0	0	0	0	0	30
143	863	1180452422	1180452422	0	0	0	"Integrated Botanical Information System"	"nologo.png"	"www.anbg.gov.au/anbg/index-ibis.html"	"IBIS, the Integrated Botanical Information System, is a single relational database that links the data held in the various collections of the Australian National Botanic Gardens, the Australian National Herbarium, the Australian Plant Image Index and the Australian Plant Name Index."	1	0	0	"Australian National Botanic Gardens"	"Unknown"	"Unknown"	"email@anbg.gov.au"	"Data from a wide range of projects"	"Various for the different projects"	"Various for the different projects"	"Unknown"	"Australia"	3	"Plantae"	4	"Links data from a range of other projects including APNI, Australian Plant Census and other ANBG projects"	1	0	0	0	""	0	0	0	0	0	30
140	863	1180452422	1180452422	0	0	0	"Australian National Herbarium Specimen Information Register"	"nologo.png"	"www.anbg.gov.au/cgi-bin/anhsir"	"Search the Australian National Herbarium (CANB) herbarium database records. Data may be queried by matching text patterns on a number of fields and data reports are available in a number of different formats. Most fields are case sensitive and the wildcard is the percentage sign (%). A valid user name and password is required to access all of the download options and data elements available through this database gateway."	1	0	0	"Australian National Botanic Gardens"	"Unknonw"	"Database Manager"	"anhsirquery@anbg.gov.au"	"Australian National Herbarium records"	"On-line database"	"Unknown"	"Unknown"	"Australia"	3	"Plantae"	4	"Extracts data from the Australian National Herbarium"	1	0	0	0	""	0	0	0	0	0	30
139	863	1180452422	1180452422	0	0	0	"Catalogue of Mosses of Australia and its External Territories"	"nologo.png"	"www.anbg.gov.au/cpbr/databases/moss-catalogue.html"	"This Catalogue is an attempt to bring together all references to, and distribution data of, mosses from Australia and its external territories. This will save time-consuming literature searches in future for people undertaking taxonomic revisions of mosses or those interested in moss distribution.

The Catalogue was published in 1989. Work on a new edition is nearing completion."	3	602290800	0	"Australian National Botanic Gardens"	"Andrew Lyne"	"Unknown"	"al@anbg.gov.au"	"Unknown"	"Web site"	"Unknown"	"Unknown"	"Australia"	3	"Bryopsida"	6	""	1	0	0	0	""	0	0	0	0	0	30
136	863	1180452422	1180452422	0	0	0	"SpeciesLinks"	"nologo.png"	"www.anbg.gov.au/ibis/speciesLinks.html"	"SpeciesLinks is a portal that searches for plant names across a wide range of on-line databases both national and international."	2	0	0	"Australian National Botanic Gardens"	"Unknown"	"Webmaster"	"anbg-info@anbg.gov.au"	"None?"	"Links to other databases for searching records"	"Unknown"	"Unknown"	"Global"	7	"Plantae"	4	""	1	0	0	0	""	0	0	0	0	0	30
137	863	1180452422	1180452422	0	0	0	"Whats Its Name"	"win.jpg"	"www.anbg.gov.au/win/index.html"	"Whats Its Name is a concise database of plant names and name changes for Australia.   The Australian Plant Name Index (APNI) is the soruce of the data in this front end."	3	0	0	"Australian National Botanic Gardens"	"Unknown"	"Unknown"	"abrs@deh.gov.au"	"Data from APNI"	"Website, database"	"SQL database"	"Unknown"	"Australia"	3	"Plantae"	4	"Same sata as APNI"	1	0	0	0	""	0	0	0	0	0	30
138	863	1180452422	1180452422	0	0	0	"Australian Plant Image Index"	"apii.jpg"	"www.anbg.gov.au/photo/index.html"	"The Australian National Botanic Gardens (ANBG) has for many years been building up a collection of photographs and illustrations of Australia's native plants. 

Originally these were photos taken on field collecting trips to supplement the herbarium specimens and data associated with the living plants. In recent years many other photographers have contributed to the Index. 

We are now embarking on an active plan to encourage people to contribute reliably identified photographs to the Index. 

Our aim is to have a good quality coloured slide of every Australian native plant represented in the Australian Plant Image Index."	3	0	0	"Australian National Botanic Gardens"	"Unknown"	"The Photograph Curator"	"photo@anbg.gov.au"	"Photographs from the public and ANBG staff"	"Slides"	"Digital images on the web site"	"Archived slides, scanned images"	"Australia"	3	"Plantae"	4	""	1	0	0	0	""	0	0	0	0	0	30
135	863	1180452422	1180452422	0	0	0	"Weeds Gone Wild"	"wgw.gif"	"www.nps.gov/plants/alien/"	"Weeds Gone Wild: Alien Plant Invaders of Natural Areas is a web-based project of the Plant Conservation Alliance's Alien Plant Working Group, that provides information for the general public, land managers, researchers, and others on the serious threat and impacts of invasive alien (exotic, non-native) plants to the native flora, fauna, and natural ecosystems of the United States.  This site provides a compiled national list of invasive plants infesting natural areas throughout the U.S., background information on the problem of invasive species, illustrated fact sheets that include plant descriptions, native range, distribution and habitat in the U.S., management options, suggested alternative native plants, and other information, and selected links to relevant people and organizations."	3	0	0	"Alien Plant Working Group"	"Jil Swearingen"	"Chair"	"jil_swearingen@nps.gov"	"Input from public, funding from Plant Conservation Alliance"	"Unknown"	"Web site (HTML, Excel files)"	"Unknown"	"United States of America"	3	"Plantae"	4	""	1	0	0	0	""	0	0	0	0	0	30
134	863	1180452422	1180452422	0	0	0	"Global Compendium of Weeds"	"nologo.png"	"www.hear.org/gcw/"	"At this website, you may search for a species of plant to check whether one or more of nearly 300 references lists that species as having weedy tendencies.   This  website previews information in an upcoming publication tentatively entitled A Global Compendium of Weeds by Rod Randall (Department of Agriculture of Western Australia). It contains references to approximately 20,000  taxa of plants, citing information about \"weedy\" characteristics of each based on information in nearly 300 references."	3	1047423600	0	"Department of Agriculture Western Australia"	"Rod Randall"	"Author"	"RPRandall@agric.wa.gov.au"	"Data listed by the author"	"Unknown"	"HTML listing"	"Unknown"	"Global"	7	"Plantae"	4	"This site has a lot of notices on it that it will be updated - \"hopefully by late 2002\""	1	0	0	0	""	0	0	0	0	0	30
133	863	1180452422	1180452422	0	0	0	"Global Invasive Species Database"	"nologo.png"	"www.issg.org/database/welcome/"	"The Global Invasive Species Database is a free, online searchable source of information about species that negatively impact biodiversity. The GISD aims to increase public awareness about invasive species and to facilitate effective prevention and management activities by disseminating specialistâ€™s knowledge and experience to a broad global audience. It focuses on invasive alien species that threaten native biodiversity and covers all taxonomic groups from micro-organisms to animals and plants."	1	823129200	0	"University of Auckland"	"Michael Browne"	"Database Manager"	"m.browne@auckland.ac.nz"	"Data provided by invasive species experts"	"Unknown"	"Unknown"	"Unknown"	"Global"	7	"All invasive species"	2	"Managed by the Invasive Species Specialist Group of the IUCN Species Survival Commission.  Developed in project led by the Global Invasive Species Programme, supported by partnerships with National Biological Information Infrastructure, Manaaki Whenua-Landcare Research and University of Auckland."	1	0	0	0	""	0	0	0	0	0	30
